20.0 # 80.0 # 0.0 # 1.5 # 2	tf	agg_coef	max_entropy	min_entropy	left_entropy	right_entropy
这个时候	69	118.04674	3.12842	2.86314	2.86314	3.12842
灰袍人	68	175.84639	3.92972	3.59068	3.59068	3.92972
米特尔拍卖场	68	1510.15568	4.66366	3.88538	4.66366	3.88538
交给我	68	84.11632	4.32118	3.08559	4.32118	3.08559
绝对不可能	68	393.48907	4.88647	2.48928	2.48928	4.88647
不理会	67	214.73807	5.06951	1.53795	1.53795	5.06951
一名斗皇强者	67	293.01465	3.89156	3.81835	3.89156	3.81835
带起一股	65	210.74316	5.00638	2.65884	2.65884	5.00638
自然不可能	65	81.75433	5.22212	2.53186	2.53186	5.22212
挂着	65	84.95336	4.93294	4.03850	4.03850	4.93294
异火榜上	65	252.53293	3.08862	2.72315	3.08862	2.72315
净莲妖圣	65	24112.71048	4.44212	4.36114	4.44212	4.36114
天毒蝎龙兽	64	4416.61516	4.67810	3.97062	3.97062	4.67810
紧咬着	64	111.86444	3.17045	2.31002	3.17045	2.31002
低头望着	64	119.51754	4.23135	1.87058	1.87058	4.23135
一星斗圣	64	165.78261	4.17589	3.59166	4.17589	3.59166
射出	63	206.32225	5.29284	1.54232	5.29284	1.54232
磨挲着	63	106.27529	3.29331	3.25098	3.25098	3.29331
七品炼药师	63	677.62607	3.80276	2.93401	3.80276	2.93401
倒还真是	63	118.24210	5.37610	2.59814	2.59814	5.37610
场中	63	201.18617	3.39151	1.91389	1.91389	3.39151
平曰里	63	3439.01472	5.46514	3.91819	3.91819	5.46514
小心一些	63	98.82081	3.82295	2.07384	3.82295	2.07384
根本不可能	63	639.71460	5.04507	2.65313	2.65313	5.04507
修炼之法	62	563.00698	2.80053	2.76484	2.76484	2.80053
不敢再	62	91.70843	5.36700	3.49240	3.49240	5.36700
顿时爆发出	62	142.85012	4.22516	2.30118	2.30118	4.22516
脸庞上浮现一抹	61	253.61326	5.13719	3.46109	3.46109	5.13719
岩枭小友	61	4318.03000	3.21631	3.16499	3.16499	3.21631
却并不	61	179.00925	4.93042	3.03135	3.03135	4.93042
眼中闪过一抹	60	310.41037	4.89571	2.92790	2.92790	4.89571
来找	60	90.26117	5.15656	3.54240	5.15656	3.54240
四章 	59	1802.45239	5.88264	3.80688	3.80688	5.88264
能够感应到	59	104.39598	3.68255	3.55033	3.68255	3.55033
涌而	59	83.13465	3.26575	1.72417	3.26575	1.72417
十二章 	59	1833.00243	5.81485	3.65723	3.65723	5.81485
真要	59	150.32744	5.26559	2.82627	2.82627	5.26559
骤然间	58	124.95511	5.31227	3.24366	3.24366	5.31227
不敢有丝毫	57	1186.15764	3.60409	2.37685	3.60409	2.37685
化为一抹	57	191.96633	4.17811	4.05643	4.05643	4.17811
大势力	57	86.85999	3.87521	3.15176	3.15176	3.87521
被震得	57	254.45117	5.25824	3.37865	3.37865	5.25824
目光四处	57	87.16329	3.16021	2.53293	2.53293	3.16021
有半点	56	101.61315	4.51916	4.03961	4.51916	4.03961
肩膀上	56	82.06468	3.95027	2.25034	3.95027	2.25034
三品炼药师	56	983.12033	4.41457	3.17138	4.41457	3.17138
爆发出一阵	55	392.77262	4.99919	3.92886	3.92886	4.99919
没有多少	55	97.87093	4.89462	4.03930	4.03930	4.89462
九幽地冥蟒	55	11240.30798	4.76367	3.96704	4.76367	3.96704
发出一声	55	89.71210	5.05456	4.45344	4.45344	5.05456
有几分	55	108.81833	5.46300	4.39338	4.39338	5.46300
嗤嗤声响	54	1138.22548	3.49343	1.95171	3.49343	1.95171
伴生紫晶源	54	22770.86133	4.56894	3.55590	4.56894	3.55590
四品炼药师	54	850.27601	4.59921	3.33836	4.59921	3.33836
略带着	54	111.91438	4.25913	3.53019	4.25913	3.53019
似乎并没有	53	98.60609	4.90510	2.01566	2.01566	4.90510
胸口上	53	134.83543	4.44648	2.75013	4.44648	2.75013
小嘴	53	607.57353	2.75365	2.48839	2.48839	2.75365
微蹙着	52	80.25381	4.13505	1.85453	4.13505	1.85453
三曰	52	517.36765	3.24559	2.90317	3.24559	2.90317
三长老	52	197.76075	4.32414	3.44531	3.44531	4.32414
曰时间	52	84.92802	2.97036	2.13587	2.97036	2.13587
显得极为	52	119.87027	3.07340	2.96557	2.96557	3.07340
略一	52	145.58887	4.38257	3.70374	4.38257	3.70374
十五章 	52	1765.11345	5.66198	3.43431	3.43431	5.66198
这般地步	52	83.83487	3.00510	2.34644	3.00510	2.34644
就是不知道	51	121.79514	3.95059	1.75368	1.75368	3.95059
星斗圣后期	51	6130.34562	2.54443	1.53112	2.54443	1.53112
这个层次	51	100.94682	4.29046	2.76943	4.29046	2.76943
实力暴涨	51	86.12538	5.20184	2.93070	5.20184	2.93070
把玩着	51	110.42962	4.00488	3.59733	4.00488	3.59733
弄得	51	138.04234	5.17028	5.00822	5.17028	5.00822
体内弥漫而出	50	192.29263	3.64759	1.58856	3.64759	1.58856
这个女人	50	85.30251	2.53550	2.32283	2.32283	2.53550
不具备	50	82.60035	4.65617	3.98928	3.98928	4.65617
涌上一股	49	131.32695	5.25737	4.07626	4.07626	5.25737
微眯着眸子	49	2077.83991	2.93058	1.73009	2.93058	1.73009
并不清楚	49	201.87886	4.63683	3.97450	3.97450	4.63683
怎么可能会	49	112.20608	4.93084	1.54489	1.54489	4.93084
魂殿副殿主	49	1614.57756	4.78300	3.75620	3.75620	4.78300
微眯着眼睛	49	1107.06304	2.47239	1.84425	2.47239	1.84425
有些困难	48	85.31047	3.42851	2.27629	3.42851	2.27629
多大	48	95.19841	2.15412	1.88228	2.15412	1.88228
一道道身影	48	103.00615	4.34759	1.89619	1.89619	4.34759
妖火空间	48	427.80506	4.07910	3.50314	4.07910	3.50314
化为一道流光	47	2235.59606	2.82185	1.91438	2.82185	1.91438
说话间	47	122.55278	4.27024	1.63374	4.27024	1.63374
求推荐票	47	12181.71729	2.31582	2.09144	2.31582	2.09144
提升到	46	84.26783	4.46206	3.65805	4.46206	3.65805
有些错愕	46	108.88882	3.37878	1.56619	3.37878	1.56619
宛如实质般的	46	1026.97851	4.89270	4.12093	4.12093	4.89270
尚还未	46	1790.97517	4.79509	4.46423	4.46423	4.79509
无人能够	46	110.46257	4.72728	3.69622	3.69622	4.72728
待会	46	123.30839	4.56886	2.63562	2.63562	4.56886
脚掌一踏	46	1207.11701	2.32713	2.01882	2.32713	2.01882
三章 	45	1649.70218	5.49185	3.82935	3.82935	5.49185
俯视着	45	98.91423	4.31142	1.50053	1.50053	4.31142
大厅之内	45	162.48632	2.53150	2.28971	2.53150	2.28971
魂崖二人	45	882.22515	4.09770	3.63521	4.09770	3.63521
八章 	44	1833.00243	5.27761	3.80460	3.80460	5.27761
任谁都	44	190.06935	2.73228	2.57288	2.73228	2.57288
捧着	43	115.52205	4.27548	3.41779	4.27548	3.41779
敲打着	43	85.45467	2.76645	2.12204	2.12204	2.76645
喉咙间传出	42	1144.72572	3.76038	2.00421	3.76038	2.00421
还真以为	42	1555.91335	4.55614	2.59563	2.59563	4.55614
五品炼药师	42	986.90156	3.91562	3.18418	3.91562	3.18418
巨石上	42	100.71575	3.67676	2.46927	3.67676	2.46927
一品炼药师	41	1227.86772	4.21531	3.14969	4.21531	3.14969
噙着一抹	41	606.08524	4.83292	3.45687	3.45687	4.83292
一名斗王强者	41	283.28090	4.07757	4.03709	4.03709	4.07757
虚无空间之中	41	134.22042	3.49269	2.50885	3.49269	2.50885
六星斗圣	41	2975.02067	3.87507	2.45467	3.87507	2.45467
逼得	41	258.16339	4.97926	4.23429	4.23429	4.97926
古元等人	41	103.44175	4.11782	3.08902	3.08902	4.11782
每一个人	40	108.92446	3.47048	2.82883	3.47048	2.82883
可怕力量	40	81.83900	2.20192	1.83971	1.83971	2.20192
远古天魔蟒	40	4632.36935	4.09913	3.67822	3.67822	4.09913
什么问题	40	87.27921	3.53071	2.46313	3.53071	2.46313
将近半个小时	39	1296.94824	2.48053	1.55114	1.55114	2.48053
古青阳等人	39	283.44703	3.84850	3.01751	3.01751	3.84850
突破至	39	467.53612	4.62874	4.06787	4.62874	4.06787
扭曲空间	39	116.11358	4.23137	3.54606	4.23137	3.54606
二星斗圣	39	2109.56011	4.29747	2.75090	4.29747	2.75090
离开加玛帝国	39	145.44023	4.48426	3.46761	4.48426	3.46761
变得凝重	39	84.08765	3.05472	1.79110	3.05472	1.79110
颇有	39	89.71727	4.15786	4.07465	4.07465	4.15786
六星斗尊	39	3648.70060	3.96274	3.14142	3.96274	3.14142
噙着许些	38	615.34125	4.83978	3.58689	3.58689	4.83978
街道上	38	112.69153	3.68953	3.12099	3.12099	3.68953
这位老者	38	144.65762	3.73310	3.37170	3.37170	3.73310
直视着	38	98.44321	4.52399	2.28137	2.28137	4.52399
一定会	38	99.50550	4.71202	3.07782	3.07782	4.71202
一名斗尊强者	38	227.07289	4.16993	3.94504	3.94504	4.16993
八星斗宗	38	5583.29759	4.25710	3.19285	4.25710	3.19285
不简单	38	115.91582	3.72009	2.45226	3.72009	2.45226
激动得	38	87.09184	4.24096	3.90268	3.90268	4.24096
七章 	38	1786.00236	5.14266	3.87798	3.87798	5.14266
这片天空	38	205.27138	3.24920	2.37076	2.37076	3.24920
两种火焰	38	175.25970	4.23137	3.95906	3.95906	4.23137
落进	38	341.08270	4.71465	4.05731	4.05731	4.71465
居然还能	37	97.18979	4.64851	2.39751	2.39751	4.64851
犹如一条	37	87.02400	4.88513	3.02689	3.02689	4.88513
要更加	37	94.02039	4.33028	4.22217	4.22217	4.33028
彩鳞等人	37	93.53436	3.49907	3.00442	3.00442	3.49907
修炼成功	37	90.01399	4.48635	1.92565	4.48635	1.92565
飞掠而过	37	241.21304	4.48635	1.57635	4.48635	1.57635
两名斗宗强者	36	431.07599	4.37380	2.82924	4.37380	2.82924
一屁股坐在	36	7240.77429	3.31170	3.19289	3.31170	3.19289
并不少	36	93.01374	3.15964	1.61324	3.15964	1.61324
直直的盯着	36	727.85522	4.44770	2.80666	2.80666	4.44770
空间扭曲	36	107.18176	2.94107	2.68957	2.68957	2.94107
这个世界上	36	353.77463	2.42447	1.60376	2.42447	1.60376
看上去似乎	36	86.27022	4.57243	3.63373	3.63373	4.57243
在内院之中	35	94.39361	3.98489	3.28347	3.98489	3.28347
听过	35	85.83034	3.82900	3.13647	3.13647	3.82900
表现得	35	111.95947	4.78643	4.62615	4.62615	4.78643
四星斗圣	35	1983.34711	3.69030	3.27720	3.69030	3.27720
其身体表面	34	98.25752	3.61279	2.28384	2.28384	3.61279
一缕青色火焰	34	562.41580	3.79410	1.86049	1.86049	3.79410
如潮水般的	34	1722.92640	4.47702	4.31204	4.31204	4.47702
不一定	34	109.47606	3.35529	3.16679	3.16679	3.35529
一次姓	34	149.63557	3.84713	3.48851	3.84713	3.48851
众强者	34	500.51681	4.41820	3.24837	3.24837	4.41820
只知道	34	85.40975	3.61279	3.46090	3.61279	3.46090
山脉之内	34	120.89517	3.49033	3.24435	3.49033	3.24435
两名长老	34	144.32689	4.01669	3.75680	3.75680	4.01669
林修崖等人	33	99.79150	4.17923	3.64624	4.17923	3.64624
二章 	33	1833.00243	5.04439	3.26219	3.26219	5.04439
从未听说过	33	3418.66857	3.88905	3.49033	3.49033	3.88905
七彩能量	33	94.23711	4.13530	2.49305	2.49305	4.13530
星陨阁弟子	33	385.04726	4.03775	3.20013	3.20013	4.03775
森白色火焰	33	7833.69929	3.36855	2.51518	2.51518	3.36855
整个加玛帝国	33	151.84888	3.89669	2.90376	3.89669	2.90376
十七章 	33	1833.00243	5.04439	2.55612	2.55612	5.04439
听得这道	33	125.63290	4.55955	2.00000	2.00000	4.55955
八星斗尊	33	3642.64299	3.91154	2.48015	3.91154	2.48015
冷冷的望着	33	141.12407	4.36971	3.23686	3.23686	4.36971
冷喝声	32	938.65663	2.20367	1.68619	2.20367	1.68619
灵魂威压	32	152.16673	2.14170	2.10724	2.14170	2.10724
阶别的强者	32	30038.46957	2.74566	1.59801	2.74566	1.59801
面庞上	32	135.91342	3.30192	2.97311	2.97311	3.30192
戒指之中	32	96.27993	3.37378	1.82955	3.37378	1.82955
宛如鬼魅般的	32	1106.42727	3.07782	2.40635	3.07782	2.40635
端着	32	98.77392	4.00862	2.97460	4.00862	2.97460
灰紫双眸	32	3846.03253	4.06678	2.35731	2.35731	4.06678
竟然还真的	32	208.74454	4.51532	3.60091	3.60091	4.51532
爆发出阵阵	32	1070.10822	3.74950	3.01925	3.01925	3.74950
盯着场中	32	112.51868	3.04596	2.80896	2.80896	3.04596
狠狠一跺	31	368.80963	2.58780	1.80092	2.58780	1.80092
不受	31	81.97849	4.51840	2.71683	4.51840	2.71683
玄空子三人	31	331.09398	4.20841	2.95827	2.95827	4.20841
加刑天等人	31	163.85749	3.64680	3.02822	3.02822	3.64680
火属姓斗气	31	176.31112	3.03858	2.95503	3.03858	2.95503
强忍着	31	112.43251	4.03921	1.99931	1.99931	4.03921
并不容易	31	635.69370	2.30717	1.78609	1.78609	2.30717
血色能量	31	85.75212	4.01808	3.31521	3.31521	4.01808
岩浆世界中	31	97.19643	2.92076	2.60726	2.92076	2.60726
大多数人都	31	146.08636	3.25970	1.53349	3.25970	1.53349
内院长老	30	6990.33534	4.11282	3.81506	4.11282	3.81506
佩戴着	30	80.59678	3.13012	2.50510	2.50510	3.13012
城墙上	30	137.93965	3.46967	3.27926	3.46967	3.27926
真的很	30	86.44128	4.28173	2.44219	2.44219	4.28173
却并未立刻	30	915.89025	4.70689	2.98859	2.98859	4.70689
嘴角噙着	30	436.70238	3.03843	2.57060	2.57060	3.03843
能量威压	30	86.60383	3.27291	1.50331	1.50331	3.27291
嘴中发出	30	202.55188	4.22807	2.86346	2.86346	4.22807
广场之外	30	93.29077	3.27710	2.87820	2.87820	3.27710
眼中掠过	30	132.04023	3.92323	2.74966	2.74966	3.92323
灌注进	30	1518.47263	3.60291	1.63664	3.60291	1.63664
身体尽数包裹	30	276.39014	1.77629	1.77225	1.77225	1.77629
两名斗王强者	30	717.21265	3.74839	3.48042	3.74839	3.48042
如闪电般的	29	154.68999	4.34919	4.02127	4.02127	4.34919
五章 	29	1771.90234	4.85798	3.30070	3.30070	4.85798
每一个角落	29	5187.97402	2.20079	1.71571	2.20079	1.71571
一星斗尊	29	96.85554	3.48156	2.39078	3.48156	2.39078
追杀得	29	85.87782	4.01782	3.19024	3.19024	4.01782
斗皇实力	29	80.19638	4.21126	2.60425	4.21126	2.60425
这内院之中	29	169.60547	2.40303	1.84193	2.40303	1.84193
不一样	29	121.50213	4.39213	1.87286	4.39213	1.87286
另外一种	29	94.81553	4.41816	3.72647	3.72647	4.41816
淡淡的笑声	29	88.72892	3.09606	2.03682	3.09606	2.03682
瞟过	29	107.59088	4.22472	2.77076	2.77076	4.22472
九星斗宗	29	3133.70546	4.11058	2.61863	4.11058	2.61863
被破坏	29	88.39713	3.10237	2.31403	3.10237	2.31403
薰儿小姐	29	96.39583	3.97345	3.57656	3.57656	3.97345
薰儿学妹	29	1020.46624	4.04241	3.85386	3.85386	4.04241
十六章 	29	1833.00243	4.78902	2.49235	2.49235	4.78902
六章 	29	1771.90234	4.78902	3.19368	3.19368	4.78902
世界上	28	81.11596	3.28132	1.67864	1.67864	3.28132
隐隐感觉到	28	136.08076	3.81980	3.67694	3.67694	3.81980
高看	28	122.17405	2.84686	2.11671	2.11671	2.84686
树枝上	28	133.64820	3.38257	2.67503	3.38257	2.67503
手掌握	28	2089.71328	2.33027	1.61580	1.61580	2.33027
一道苍老身影	28	288.11955	3.70897	2.05602	2.05602	3.70897
得当场	28	109.47148	3.69089	1.99261	1.99261	3.69089
韩冲等人	28	325.60069	4.13754	2.60282	2.60282	4.13754
想请	28	90.98505	3.75343	3.54720	3.54720	3.75343
妖暝族长	28	704.08130	3.40667	3.39272	3.39272	3.40667
约莫半个小时	28	2019.31161	2.01476	1.89450	1.89450	2.01476
居然敢	28	94.28916	3.93719	1.94158	1.94158	3.93719
十一章 	28	1833.00243	4.73593	2.63376	2.63376	4.73593
弄到	28	117.90533	4.39629	3.89123	4.39629	3.89123
紫色能量	27	90.23737	3.79077	3.53416	3.53416	3.79077
陡然自	27	81.54349	4.53267	2.61921	2.61921	4.53267
一接触到	27	144.42799	4.14879	3.47602	3.47602	4.14879
斗气防御	27	92.93192	2.89789	2.38452	2.38452	2.89789
不再多说	27	1053.74919	1.92882	1.75978	1.92882	1.75978
火属姓功法	27	699.39297	2.65011	2.27664	2.65011	2.27664
拉住	27	1794.55037	3.44892	3.11508	3.11508	3.44892
空间裂缝之中	27	81.23619	3.35214	2.71713	3.35214	2.71713
目光顺着声音	27	209.74240	2.56158	2.32877	2.32877	2.56158
炼制六品丹药	27	750.76140	3.22584	2.72264	3.22584	2.72264
一张脸庞	27	99.40035	2.63256	2.08822	2.08822	2.63256
七幻青灵涎	27	71967.16667	3.48058	3.42117	3.48058	3.42117
三名斗王强者	27	1355.84076	3.87314	3.62352	3.87314	3.62352
要显得更加	27	544.49649	3.27651	3.08750	3.27651	3.08750
根本就没有	27	172.39939	4.60674	3.46493	3.46493	4.60674
半只脚踏入	27	22644.49695	4.02860	3.24545	4.02860	3.24545
九星斗圣	27	1700.01181	3.76397	2.52973	3.76397	2.52973
两曰时间	27	207.12341	3.46967	1.76561	3.46967	1.76561
交给我来吧	27	259.61091	2.54808	1.56637	2.54808	1.56637
紧随而来	26	195.56587	3.68481	1.55304	3.68481	1.55304
其眉心处	26	108.72256	2.14389	1.67602	2.14389	1.67602
炼制丹药时	26	94.60928	3.56000	1.73665	3.56000	1.73665
两名斗皇强者	26	393.44237	4.16198	3.42268	4.16198	3.42268
连药老都	26	164.36152	3.82525	3.26893	3.82525	3.26893
薰儿脸颊上	26	80.64475	2.44931	1.74833	1.74833	2.44931
无人能及	26	28007.17962	2.61945	2.29547	2.61945	2.29547
搞什么	26	134.18526	4.16198	2.29262	2.29262	4.16198
微皱着眉头望着	26	114.62749	3.87314	2.65283	2.65283	3.87314
恐怖劲风	26	82.55656	2.36954	2.31662	2.31662	2.36954
斗皇巅峰强者	26	221.59103	3.19201	2.68008	3.19201	2.68008
不知道究竟	26	80.61836	3.23890	2.70912	3.23890	2.70912
同为	26	728.16695	4.10391	3.42268	3.42268	4.10391
方才有资格	26	221.92205	4.02315	2.85022	2.85022	4.02315
却仅仅只是	26	126.48008	4.46967	1.84499	1.84499	4.46967
追上	26	105.08628	3.71908	3.69780	3.71908	3.69780
没有办法	26	96.21279	3.50193	2.60316	3.50193	2.60316
山壁上	26	167.06024	3.42028	3.31508	3.31508	3.42028
平原上	26	134.33710	3.33366	2.20380	3.33366	2.20380
四星斗皇	25	2878.68667	3.71908	2.69210	3.71908	2.69210
丝毫不惧	25	1282.96788	3.27327	2.72125	3.27327	2.72125
更加恐怖	25	97.25806	4.40386	2.24722	4.40386	2.24722
不认识	25	98.23375	3.89366	2.94268	3.89366	2.94268
药族长老	25	132.35190	2.99249	2.58347	2.58347	2.99249
白煞队	25	16043.63588	3.86347	3.60539	3.86347	3.60539
八品炼药师	25	393.64630	3.93872	2.44307	3.93872	2.44307
血潭之底	25	19375.77564	3.57366	3.55553	3.57366	3.55553
惹得	25	202.08901	4.13366	3.44386	3.44386	4.13366
内院老生	25	547.33433	3.81366	3.41366	3.81366	3.41366
四方阁大会	25	3512.22519	2.51565	2.44943	2.51565	2.44943
进入魔兽山脉	25	211.14235	4.48386	3.37581	4.48386	3.37581
二星斗尊	25	1743.55157	3.51327	2.61151	3.51327	2.61151
隐隐噙着	25	430.72987	3.75327	2.94268	3.75327	2.94268
脚掌猛然	25	81.83844	2.69070	2.31112	2.31112	2.69070
这些远古种族	25	211.21848	3.59327	2.56229	3.59327	2.56229
每曰	25	574.90509	4.21366	2.21972	2.21972	4.21366
便是会自动	25	110.11081	2.77070	2.51174	2.51174	2.77070
六星斗皇	25	3686.12317	4.21366	2.82090	4.21366	2.82090
美眸盯着	24	107.57057	3.88684	2.74806	2.74806	3.88684
如鬼魅般的	24	828.03972	3.24060	2.42769	3.24060	2.42769
毁灭般的力量	24	831.58979	3.03416	1.99723	3.03416	1.99723
魂玉等人	24	251.63520	3.58496	3.55852	3.55852	3.58496
帝国之内	24	127.58969	4.08496	3.85539	4.08496	3.85539
闪过一道	24	107.58637	2.91606	2.21577	2.21577	2.91606
曹颖等人	24	81.86532	3.74060	3.47527	3.47527	3.74060
闪电般的结出	24	897.09765	2.61991	2.21577	2.21577	2.61991
涌上许些	24	173.04256	4.41830	3.27206	3.27206	4.41830
九色丹雷	24	5117.66519	3.57393	2.29868	3.57393	2.29868
脸颊上浮现一抹	24	488.90277	3.97018	3.05351	3.05351	3.97018
前几曰	24	1011.47384	3.34948	3.19908	3.34948	3.19908
冲去	24	112.85332	4.50163	1.62865	4.50163	1.62865
带起一阵	24	137.34036	4.38684	2.05982	2.05982	4.38684
收进	24	1106.61293	4.22018	3.60123	4.22018	3.60123
几个呼吸	24	718.55961	2.38244	1.52206	2.38244	1.52206
叶重等人	24	93.02877	4.05351	3.20155	3.20155	4.05351
魔兽界中	24	142.71334	2.75096	2.58604	2.75096	2.58604
压得	23	134.88450	4.31683	3.70813	4.31683	3.70813
吃过	23	92.01062	3.66915	3.64249	3.66915	3.64249
拖得	23	101.16338	4.14291	3.21921	4.14291	3.21921
早知道	23	125.79669	3.96900	3.08177	3.08177	3.96900
如果真是	23	109.76945	2.90533	1.97559	1.97559	2.90533
冰河谷弟子	23	502.04575	3.58219	3.20771	3.20771	3.58219
一个足有	23	90.00053	3.65400	1.70127	1.70127	3.65400
